host,hour,request_count,unique_urls,avg_bytes,total_bytes,error_rate,status_404,status_500,status_200,post_rate,get_rate,url_diversity,bytes_per_req,error_to_ok_ratio,max_bytes,large_req_count,anomaly_score,is_anomaly,label
194.2.92.34,1995-07-08 20:00:00+00:00,1,1,1013716.0,1013716,0.0,0,0,1,0.0,1.0,1.0,1013716.0,0.0,1013716,1,-0.1341272093522331,-1,ANOMALY
slbri1p51.ozemail.com.au,1995-07-09 10:00:00+00:00,1,1,1013716.0,1013716,0.0,0,0,1,0.0,1.0,1.0,1013716.0,0.0,1013716,1,-0.1341272093522331,-1,ANOMALY
hes-4-25.hes-rdam.nl,1995-07-11 09:00:00+00:00,1,1,1013716.0,1013716,0.0,0,0,1,0.0,1.0,1.0,1013716.0,0.0,1013716,1,-0.1341272093522331,-1,ANOMALY
204.28.29.160,1995-07-10 17:00:00+00:00,1,1,1013716.0,1013716,0.0,0,0,1,0.0,1.0,1.0,1013716.0,0.0,1013716,1,-0.1341272093522331,-1,ANOMALY
pdial7.wilmington.net,1995-07-08 02:00:00+00:00,1,1,1013716.0,1013716,0.0,0,0,1,0.0,1.0,1.0,1013716.0,0.0,1013716,1,-0.1341272093522331,-1,ANOMALY
ppp14.cent.com,1995-07-10 15:00:00+00:00,1,1,1013716.0,1013716,0.0,0,0,1,0.0,1.0,1.0,1013716.0,0.0,1013716,1,-0.1341272093522331,-1,ANOMALY
mach.physics.ubc.ca,1995-07-24 22:00:00+00:00,1,1,1013716.0,1013716,0.0,0,0,1,0.0,1.0,1.0,1013716.0,0.0,1013716,1,-0.1341272093522331,-1,ANOMALY
148.197.155.138,1995-07-10 09:00:00+00:00,1,1,1013716.0,1013716,0.0,0,0,1,0.0,1.0,1.0,1013716.0,0.0,1013716,1,-0.1341272093522331,-1,ANOMALY
ad02-060.compuserve.com,1995-07-25 03:00:00+00:00,1,1,1013716.0,1013716,0.0,0,0,1,0.0,1.0,1.0,1013716.0,0.0,1013716,1,-0.1341272093522331,-1,ANOMALY
sladl1p16.ozemail.com.au,1995-07-08 11:00:00+00:00,1,1,1013716.0,1013716,0.0,0,0,1,0.0,1.0,1.0,1013716.0,0.0,1013716,1,-0.1341272093522331,-1,ANOMALY
pc223.farm.rug.nl,1995-07-28 08:00:00+00:00,1,1,1013716.0,1013716,0.0,0,0,1,0.0,1.0,1.0,1013716.0,0.0,1013716,1,-0.1341272093522331,-1,ANOMALY
www.mmjp.or.jp,1995-07-09 14:00:00+00:00,1,1,1013716.0,1013716,0.0,0,0,1,0.0,1.0,1.0,1013716.0,0.0,1013716,1,-0.1341272093522331,-1,ANOMALY
gg.walker.com,1995-07-18 12:00:00+00:00,1,1,1013716.0,1013716,0.0,0,0,1,0.0,1.0,1.0,1013716.0,0.0,1013716,1,-0.1341272093522331,-1,ANOMALY
ip208.cap.primenet.com,1995-07-19 03:00:00+00:00,1,1,1013716.0,1013716,0.0,0,0,1,0.0,1.0,1.0,1013716.0,0.0,1013716,1,-0.1341272093522331,-1,ANOMALY
heimdallp2.compaq.com,1995-07-09 00:00:00+00:00,1,1,1013716.0,1013716,0.0,0,0,1,0.0,1.0,1.0,1013716.0,0.0,1013716,1,-0.1341272093522331,-1,ANOMALY
link052.txdirect.net,1995-07-09 16:00:00+00:00,1,1,1013716.0,1013716,0.0,0,0,1,0.0,1.0,1.0,1013716.0,0.0,1013716,1,-0.1341272093522331,-1,ANOMALY
fatboy.gas.unsw.edu.au,1995-07-11 09:00:00+00:00,1,1,1013716.0,1013716,0.0,0,0,1,0.0,1.0,1.0,1013716.0,0.0,1013716,1,-0.1341272093522331,-1,ANOMALY
logx06.avionics.itt.com,1995-07-10 18:00:00+00:00,1,1,1013716.0,1013716,0.0,0,0,1,0.0,1.0,1.0,1013716.0,0.0,1013716,1,-0.1341272093522331,-1,ANOMALY
troll.nask.org.pl,1995-07-08 11:00:00+00:00,1,1,1013716.0,1013716,0.0,0,0,1,0.0,1.0,1.0,1013716.0,0.0,1013716,1,-0.1341272093522331,-1,ANOMALY
cse_211_d11.circa.ufl.edu,1995-07-13 04:00:00+00:00,1,1,1013716.0,1013716,0.0,0,0,1,0.0,1.0,1.0,1013716.0,0.0,1013716,1,-0.1341272093522331,-1,ANOMALY
bruise-cave.mcs.anl.gov,1995-07-20 21:00:00+00:00,74,70,5767.189189189189,426772,0.12162162162162163,9,0,64,0.0,1.0,0.9459459459459459,5767.189189189189,0.140625,41397,0,-0.13407558662614638,-1,ANOMALY
140.195.152.55,1995-07-13 18:00:00+00:00,68,54,66691.73529411765,4535038,0.0,0,0,68,0.0,1.0,0.7941176470588235,66691.73529411765,0.0,206458,41,-0.13397434451028545,-1,ANOMALY
zero.vpcs.doc.ca,1995-07-05 20:00:00+00:00,2,2,787719.0,1575438,0.0,0,0,2,0.0,1.0,1.0,787719.0,0.0,1269716,2,-0.13395103465383795,-1,ANOMALY
128.196.24.8,1995-07-14 23:00:00+00:00,5,5,565055.0,2825275,0.0,0,0,5,0.0,1.0,1.0,565055.0,0.0,1269716,3,-0.133901541374413,-1,ANOMALY
163.206.89.4,1995-07-14 19:00:00+00:00,92,70,34852.782608695656,3206456,0.0,0,0,89,0.0,1.0,0.7608695652173914,34852.782608695656,0.0,513911,15,-0.13390151530768957,-1,ANOMALY
oregan.demon.co.uk,1995-07-02 13:00:00+00:00,3,3,656985.3333333334,1970956,0.0,0,0,3,0.0,1.0,1.0,656985.3333333334,0.0,1121554,3,-0.1338663230185202,-1,ANOMALY
usr12-dialup10.atlanta.mci.net,1995-07-19 16:00:00+00:00,102,87,8270.098039215687,843550,0.0784313725490196,8,0,91,0.0,1.0,0.8529411764705882,8270.098039215687,0.08791208791208792,71654,3,-0.13386001229162559,-1,ANOMALY
n868776.ksc.nasa.gov,1995-07-15 17:00:00+00:00,37,33,201677.27027027027,7462059,0.0,0,0,37,0.0,1.0,0.8918918918918919,201677.27027027027,0.0,1269716,14,-0.1338507439649007,-1,ANOMALY
denali.ccs.neu.edu,1995-07-04 22:00:00+00:00,4,4,614055.75,2456223,0.0,0,0,4,0.0,1.0,1.0,614055.75,0.0,946425,4,-0.13378215860516063,-1,ANOMALY
port1_10.worldramp.net,1995-07-04 20:00:00+00:00,3,1,510384.6666666667,1531154,0.0,0,0,3,0.0,1.0,0.3333333333333333,510384.6666666667,0.0,1121554,2,-0.13370018120596694,-1,ANOMALY
hepag.ph.qmw.ac.uk,1995-07-08 19:00:00+00:00,39,39,190822.02564102566,7442059,0.0,0,0,38,0.0,1.0,1.0,190822.02564102566,0.0,1269716,13,-0.13368031033142214,-1,ANOMALY
198.133.29.18,1995-07-13 21:00:00+00:00,101,48,29389.38613861386,2968328,0.0,0,0,101,0.0,1.0,0.4752475247524752,29389.38613861386,0.0,193700,20,-0.13365232000895844,-1,ANOMALY
piweba4y.prodigy.com,1995-07-08 01:00:00+00:00,76,45,41820.56578947369,3178363,0.013157894736842105,1,0,74,0.0,1.0,0.5921052631578947,41820.56578947369,0.013513513513513514,887988,4,-0.1335997598093649,-1,ANOMALY
alyssa.prodigy.com,1995-07-11 04:00:00+00:00,93,65,20178.559139784946,1876606,0.021505376344086023,2,0,80,0.0,1.0,0.6989247311827957,20178.559139784946,0.025,256771,8,-0.13356571238683435,-1,ANOMALY
dialup-3-236.gw.umn.edu,1995-07-03 04:00:00+00:00,53,40,36170.660377358494,1917045,0.05660377358490566,3,0,50,0.0,1.0,0.7547169811320755,36170.660377358494,0.06,501126,9,-0.13353714703118102,-1,ANOMALY
wei-409-04.circa.ufl.edu,1995-07-15 04:00:00+00:00,63,62,61397.69841269841,3868055,0.0,0,0,63,0.0,1.0,0.9841269841269841,61397.69841269841,0.0,513911,23,-0.13341077810930924,-1,ANOMALY
gate.chips.ibm.com,1995-07-11 18:00:00+00:00,48,36,2857.3125,137151,0.3541666666666667,17,0,31,0.0,1.0,0.75,2857.3125,0.5483870967741935,20647,0,-0.1333425226709184,-1,ANOMALY
198.243.14.211,1995-07-07 20:00:00+00:00,3,2,109226.66666666667,327680,0.6666666666666666,2,0,1,0.0,1.0,0.6666666666666666,109226.66666666667,2.0,327680,1,-0.13332786802004482,-1,ANOMALY
199.73.152.86,1995-07-14 20:00:00+00:00,10,8,408905.5,4089055,0.0,0,0,9,0.0,1.0,0.8,408905.5,0.0,1082916,7,-0.13328112874520093,-1,ANOMALY
alyssa.prodigy.com,1995-07-05 03:00:00+00:00,77,48,13459.844155844155,1036408,0.06493506493506493,5,0,69,0.0,1.0,0.6233766233766234,13459.844155844155,0.07246376811594203,235862,3,-0.13314075821439997,-1,ANOMALY
conch.dny.rockwell.com,1995-07-13 01:00:00+00:00,78,75,46096.11538461538,3595497,0.0,0,0,78,0.0,1.0,0.9615384615384616,46096.11538461538,0.0,206458,26,-0.13313094027089334,-1,ANOMALY
137.161.7.64,1995-07-13 00:00:00+00:00,72,70,47865.819444444445,3446339,0.0,0,0,72,0.0,1.0,0.9722222222222222,47865.819444444445,0.0,258839,23,-0.13312407914420854,-1,ANOMALY
ix-sj16-10.ix.netcom.com,1995-07-13 01:00:00+00:00,56,51,5546.196428571428,310587,0.25,14,0,42,0.0,1.0,0.9107142857142857,5546.196428571428,0.3333333333333333,41397,0,-0.13312344547724453,-1,ANOMALY
smcbride.sarnoff.com,1995-07-26 00:00:00+00:00,5,5,577929.4,2889647,0.0,0,0,5,0.0,1.0,1.0,577929.4,0.0,1081049,3,-0.13290999908584822,-1,ANOMALY
stnbts03-p01.mts.net,1995-07-19 04:00:00+00:00,3,2,0.0,0,1.0,3,0,0,0.0,1.0,0.6666666666666666,0.0,3.0,0,0,-0.13290669619629836,-1,ANOMALY
204.157.201.145,1995-07-18 04:00:00+00:00,3,2,0.0,0,1.0,3,0,0,0.0,1.0,0.6666666666666666,0.0,3.0,0,0,-0.13290669619629836,-1,ANOMALY
ten-nash.ten.k12.tn.us,1995-07-06 03:00:00+00:00,3,2,0.0,0,1.0,3,0,0,0.0,1.0,0.6666666666666666,0.0,3.0,0,0,-0.13290669619629836,-1,ANOMALY
128.159.137.41,1995-07-05 13:00:00+00:00,3,2,0.0,0,1.0,3,0,0,0.0,1.0,0.6666666666666666,0.0,3.0,0,0,-0.13290669619629836,-1,ANOMALY
ccn.cs.dal.ca,1995-07-10 12:00:00+00:00,3,2,0.0,0,1.0,3,0,0,0.0,1.0,0.6666666666666666,0.0,3.0,0,0,-0.13290669619629836,-1,ANOMALY
bug.phm.gov.au,1995-07-11 08:00:00+00:00,3,2,0.0,0,1.0,3,0,0,0.0,1.0,0.6666666666666666,0.0,3.0,0,0,-0.13290669619629836,-1,ANOMALY
ix-sf2-17.ix.netcom.com,1995-07-11 10:00:00+00:00,3,2,0.0,0,1.0,3,0,0,0.0,1.0,0.6666666666666666,0.0,3.0,0,0,-0.13290669619629836,-1,ANOMALY
205.164.184.7,1995-07-09 21:00:00+00:00,3,2,0.0,0,1.0,3,0,0,0.0,1.0,0.6666666666666666,0.0,3.0,0,0,-0.13290669619629836,-1,ANOMALY
netcom16.netcom.com,1995-07-08 21:00:00+00:00,3,2,0.0,0,1.0,3,0,0,0.0,1.0,0.6666666666666666,0.0,3.0,0,0,-0.13290669619629836,-1,ANOMALY
vagrant.vf.mmc.com,1995-07-13 13:00:00+00:00,276,34,9520.065217391304,2627538,0.0,0,0,239,0.0,1.0,0.12318840579710146,9520.065217391304,0.0,77598,25,-0.1328920475294414,-1,ANOMALY
munchkin.oz.nthu.edu.tw,1995-07-15 11:00:00+00:00,3,3,673242.0,2019726,0.0,0,0,2,0.0,1.0,1.0,673242.0,0.0,1082916,2,-0.13286072707500562,-1,ANOMALY
204.137.200.89,1995-07-23 14:00:00+00:00,53,43,13191.32075471698,699140,0.20754716981132076,11,0,42,0.0,1.0,0.8113207547169812,13191.32075471698,0.2619047619047619,402466,1,-0.1327509134949556,-1,ANOMALY
piweba3y.prodigy.com,1995-07-04 03:00:00+00:00,61,30,42016.57377049181,2563011,0.03278688524590164,2,0,53,0.0,1.0,0.4918032786885246,42016.57377049181,0.03773584905660377,946425,6,-0.13273781092589,-1,ANOMALY
129.188.154.200,1995-07-03 09:00:00+00:00,7,7,531165.2857142857,3718157,0.0,0,0,7,0.0,1.0,1.0,531165.2857142857,0.0,1081049,4,-0.13273343994521558,-1,ANOMALY
groucho.tower.tandem.com,1995-07-14 23:00:00+00:00,67,62,55979.68656716418,3750639,0.0,0,0,67,0.0,1.0,0.9253731343283582,55979.68656716418,0.0,501126,17,-0.13267251525097,-1,ANOMALY
wilke15.housing.und.nodak.edu,1995-07-13 20:00:00+00:00,69,51,29574.217391304348,2040621,0.028985507246376812,2,0,67,0.0,1.0,0.7391304347826086,29574.217391304348,0.029850746268656716,283389,13,-0.13258889342288593,-1,ANOMALY
behroozi2.physics.uni.edu,1995-07-14 16:00:00+00:00,11,9,382124.8181818182,4203373,0.0,0,0,11,0.0,1.0,0.8181818181818182,382124.8181818182,0.0,1082916,9,-0.1325667865318555,-1,ANOMALY
163.206.137.2,1995-07-18 16:00:00+00:00,4,4,592429.0,2369716,0.0,0,0,4,0.0,1.0,1.0,592429.0,0.0,1182717,3,-0.13249818366376998,-1,ANOMALY
ns.platinum.com,1995-07-17 19:00:00+00:00,55,51,61236.98181818182,3368034,0.0,0,0,51,0.0,1.0,0.9272727272727272,61236.98181818182,0.0,1082916,22,-0.13247862877500394,-1,ANOMALY
piweba1y.prodigy.com,1995-07-08 03:00:00+00:00,79,56,31374.810126582277,2478610,0.012658227848101266,1,0,73,0.0,1.0,0.7088607594936709,31374.810126582277,0.0136986301369863,887988,7,-0.13237497562847378,-1,ANOMALY
n1142813.ksc.nasa.gov,1995-07-10 17:00:00+00:00,80,48,40997.2,3279776,0.0,0,0,77,0.0,1.0,0.6,40997.2,0.0,1121554,8,-0.13233383195004467,-1,ANOMALY
blv-pm3-ip4.halcyon.com,1995-07-03 05:00:00+00:00,74,59,21117.635135135137,1562705,0.04054054054054054,3,0,66,0.0,1.0,0.7972972972972973,21117.635135135137,0.045454545454545456,203145,10,-0.1321407399262029,-1,ANOMALY
alyssa.prodigy.com,1995-07-08 02:00:00+00:00,80,48,27814.8125,2225185,0.0125,1,0,76,0.0,1.0,0.6,27814.8125,0.013157894736842105,887988,7,-0.13210296635415264,-1,ANOMALY
estyp2.estec.esa.nl,1995-07-03 17:00:00+00:00,16,15,210077.5625,3361241,0.0625,1,0,14,0.0,1.0,0.9375,210077.5625,0.07142857142857142,1121554,6,-0.13210146508255993,-1,ANOMALY
piweba4y.prodigy.com,1995-07-14 01:00:00+00:00,121,52,23065.12396694215,2790880,0.0,0,0,113,0.0,1.0,0.4297520661157025,23065.12396694215,0.0,401408,15,-0.13209516234927499,-1,ANOMALY
n1142702.ksc.nasa.gov,1995-07-18 19:00:00+00:00,45,9,1665.4444444444443,74945,0.3333333333333333,15,0,30,0.0,1.0,0.2,1665.4444444444443,0.5,7071,0,-0.13205147608088852,-1,ANOMALY
dialup-73.icon-stl.net,1995-07-11 03:00:00+00:00,58,50,21735.879310344826,1260681,0.10344827586206896,6,0,50,0.0,1.0,0.8620689655172413,21735.879310344826,0.12,163840,13,-0.132043330855929,-1,ANOMALY
128.158.48.51,1995-07-19 19:00:00+00:00,48,46,29526.208333333332,1417258,0.125,6,0,42,0.0,1.0,0.9583333333333334,29526.208333333332,0.14285714285714285,198285,10,-0.13203705938451482,-1,ANOMALY
ppp120.amaranth.com,1995-07-16 05:00:00+00:00,185,126,13183.118918918919,2438877,0.005405405405405406,1,0,184,0.0,1.0,0.6810810810810811,13183.118918918919,0.005434782608695652,65536,7,-0.13189093395184948,-1,ANOMALY
host62.ascend.interop.eunet.de,1995-07-05 19:00:00+00:00,38,37,141806.47368421053,5388646,0.0,0,0,33,0.0,1.0,0.9736842105263158,141806.47368421053,0.0,1269716,21,-0.13186267497715742,-1,ANOMALY
palladin.mac.trincoll.edu,1995-07-17 21:00:00+00:00,2,2,789223.5,1578447,0.0,0,0,2,0.0,1.0,1.0,789223.5,0.0,1121554,2,-0.1318014571425955,-1,ANOMALY
snow.me.uh.edu,1995-07-09 21:00:00+00:00,62,62,74297.12903225806,4606422,0.0,0,0,62,0.0,1.0,1.0,74297.12903225806,0.0,501126,25,-0.13176808166871978,-1,ANOMALY
ctsgi1.jsc.nasa.gov,1995-07-21 13:00:00+00:00,66,59,60996.34848484849,4025759,0.0,0,0,58,0.0,1.0,0.8939393939393939,60996.34848484849,0.0,583607,21,-0.1317622126740563,-1,ANOMALY
cdn.sna.com,1995-07-13 19:00:00+00:00,16,16,331178.875,5298862,0.0,0,0,15,0.0,1.0,1.0,331178.875,0.0,1082916,15,-0.13169910422682163,-1,ANOMALY
gw1.fbc.com,1995-07-20 19:00:00+00:00,76,74,15946.131578947368,1211906,0.05263157894736842,4,0,72,0.0,1.0,0.9736842105263158,15946.131578947368,0.05555555555555555,172537,7,-0.1315924902704102,-1,ANOMALY
150.234.224.72,1995-07-04 21:00:00+00:00,54,54,69542.70370370371,3755306,0.0,0,0,54,0.0,1.0,1.0,69542.70370370371,0.0,887988,32,-0.1315470542881002,-1,ANOMALY
192.195.245.49,1995-07-20 18:00:00+00:00,73,36,58691.32876712329,4284467,0.0,0,0,71,0.0,1.0,0.4931506849315068,58691.32876712329,0.0,513911,21,-0.1315020705820935,-1,ANOMALY
jec319.its.rpi.edu,1995-07-25 14:00:00+00:00,98,90,27691.80612244898,2713797,0.0,0,0,96,0.0,1.0,0.9183673469387755,27691.80612244898,0.0,195155,21,-0.13147318819187592,-1,ANOMALY
163.205.12.166,1995-07-18 20:00:00+00:00,69,64,58192.811594202896,4015304,0.0,0,0,55,0.0,1.0,0.927536231884058,58192.811594202896,0.0,692912,13,-0.13139479484488126,-1,ANOMALY
n1031710.ksc.nasa.gov,1995-07-14 17:00:00+00:00,70,20,78470.31428571428,5492922,0.0,0,0,66,0.0,1.0,0.2857142857142857,78470.31428571428,0.0,1082916,10,-0.13136730271163732,-1,ANOMALY
proxy.austin.ibm.com,1995-07-17 17:00:00+00:00,2,2,827198.5,1654397,0.0,0,0,2,0.0,1.0,1.0,827198.5,0.0,936810,2,-0.13133030107825705,-1,ANOMALY
ad04-004.compuserve.com,1995-07-16 19:00:00+00:00,5,4,0.0,0,1.0,5,0,0,0.0,1.0,0.8,0.0,5.0,0,0,-0.13132153130167878,-1,ANOMALY
hydrogen.ms.sandia.gov,1995-07-26 18:00:00+00:00,5,5,542485.4,2712427,0.0,0,0,5,0.0,1.0,1.0,542485.4,0.0,1269716,3,-0.1312753519384352,-1,ANOMALY
piweba3y.prodigy.com,1995-07-15 02:00:00+00:00,109,58,27093.770642201835,2953221,0.0,0,0,104,0.0,1.0,0.5321100917431193,27093.770642201835,0.0,717587,10,-0.131265628727944,-1,ANOMALY
piweba3y.prodigy.com,1995-07-15 01:00:00+00:00,85,47,35505.43529411765,3017962,0.0,0,0,80,0.0,1.0,0.5529411764705883,35505.43529411765,0.0,1082916,8,-0.13125741547730918,-1,ANOMALY
jthomas.ball.com,1995-07-17 21:00:00+00:00,91,81,30955.13186813187,2816917,0.0,0,0,91,0.0,1.0,0.8901098901098901,30955.13186813187,0.0,1269716,8,-0.13118385272745658,-1,ANOMALY
tearnest2.stpaul.ncr.com,1995-07-27 21:00:00+00:00,10,9,865.7,8657,0.9,9,0,1,0.0,1.0,0.9,865.7,9.0,8657,0,-0.1311367786813611,-1,ANOMALY
sap10.sma.ch,1995-07-15 14:00:00+00:00,123,119,20326.69918699187,2500184,0.0,0,0,114,0.0,1.0,0.967479674796748,20326.69918699187,0.0,188416,17,-0.13108608681465117,-1,ANOMALY
porthos.astro.sp-agency.ca,1995-07-27 23:00:00+00:00,5,3,521316.8,2606584,0.0,0,0,5,0.0,1.0,0.6,521316.8,0.0,946425,3,-0.1310740687385007,-1,ANOMALY
xsi12.komaba.ecc.u-tokyo.ac.jp,1995-07-18 06:00:00+00:00,67,53,62934.880597014926,4216637,0.0,0,0,66,0.0,1.0,0.7910447761194029,62934.880597014926,0.0,1121554,8,-0.13106515085319792,-1,ANOMALY
133.54.246.57,1995-07-01 11:00:00+00:00,32,31,78227.09375,2503267,0.0625,2,0,26,0.0,1.0,0.96875,78227.09375,0.07692307692307693,1121554,9,-0.13105932268026443,-1,ANOMALY
www-b6.proxy.aol.com,1995-07-05 05:00:00+00:00,47,40,3994.425531914894,187738,0.2978723404255319,14,0,33,0.0,1.0,0.851063829787234,3994.425531914894,0.42424242424242425,18149,0,-0.13104525198170758,-1,ANOMALY
alyssa.prodigy.com,1995-07-07 05:00:00+00:00,79,48,42743.873417721516,3376766,0.0,0,0,78,0.0,1.0,0.6075949367088608,42743.873417721516,0.0,280014,22,-0.13103650709443593,-1,ANOMALY
uam16h.arbmed.akh-wien.ac.at,1995-07-19 07:00:00+00:00,1,1,997451.0,997451,0.0,0,0,1,0.0,1.0,1.0,997451.0,0.0,997451,1,-0.1310240268281253,-1,ANOMALY
mail.sni.co.uk,1995-07-23 16:00:00+00:00,1,1,997451.0,997451,0.0,0,0,1,0.0,1.0,1.0,997451.0,0.0,997451,1,-0.1310240268281253,-1,ANOMALY
163.206.137.21,1995-07-10 19:00:00+00:00,51,31,170438.23529411765,8692350,0.0,0,0,50,0.0,0.8627450980392157,0.6078431372549019,170438.23529411765,0.0,1121554,10,-0.13100731969821577,-1,ANOMALY
piweba1y.prodigy.com,1995-07-13 02:00:00+00:00,84,47,24690.809523809523,2074028,0.011904761904761904,1,0,72,0.0,1.0,0.5595238095238095,24690.809523809523,0.013888888888888888,401595,10,-0.13095209079288217,-1,ANOMALY
ix-day-oh1-25.ix.netcom.com,1995-07-06 02:00:00+00:00,33,31,50297.27272727273,1659810,0.12121212121212122,4,0,28,0.0,1.0,0.9393939393939394,50297.27272727273,0.14285714285714285,887988,7,-0.13082315547001833,-1,ANOMALY
neuron.bms.com,1995-07-07 20:00:00+00:00,1,1,991232.0,991232,0.0,0,0,1,0.0,1.0,1.0,991232.0,0.0,991232,1,-0.1307858515797674,-1,ANOMALY
ottgate2.bnr.ca,1995-07-07 20:00:00+00:00,1,1,983040.0,983040,0.0,0,0,1,0.0,1.0,1.0,983040.0,0.0,983040,1,-0.1307858515797674,-1,ANOMALY
oeonline.oeonline.com,1995-07-03 19:00:00+00:00,1,1,991232.0,991232,0.0,0,0,1,0.0,1.0,1.0,991232.0,0.0,991232,1,-0.1307858515797674,-1,ANOMALY
ix-bos10-02.ix.netcom.com,1995-07-27 02:00:00+00:00,1,1,983040.0,983040,0.0,0,0,1,0.0,1.0,1.0,983040.0,0.0,983040,1,-0.1307858515797674,-1,ANOMALY
proxy.austin.ibm.com,1995-07-05 17:00:00+00:00,2,2,870054.5,1740109,0.0,0,0,2,0.0,1.0,1.0,870054.5,0.0,887988,2,-0.13066497205783567,-1,ANOMALY
cwk.pic.net,1995-07-03 04:00:00+00:00,2,2,762010.0,1524020,0.0,0,0,2,0.0,1.0,1.0,762010.0,0.0,1121554,2,-0.13061007233739796,-1,ANOMALY
mac696.kip.apple.com,1995-07-13 05:00:00+00:00,2,2,761574.5,1523149,0.0,0,0,2,0.0,1.0,1.0,761574.5,0.0,1121554,2,-0.13061007233739796,-1,ANOMALY
133.5.166.236,1995-07-06 09:00:00+00:00,1,1,958464.0,958464,0.0,0,0,1,0.0,1.0,1.0,958464.0,0.0,958464,1,-0.13054775689083908,-1,ANOMALY
gate1.ks.se,1995-07-01 11:00:00+00:00,2,1,655265.0,1310530,0.0,0,0,2,0.0,1.0,0.5,655265.0,0.0,835394,2,-0.13049632768417152,-1,ANOMALY
tomko_l.erim.org,1995-07-26 15:00:00+00:00,45,38,2640.0444444444443,118802,0.3111111111111111,14,0,31,0.0,1.0,0.8444444444444444,2640.0444444444443,0.45161290322580644,18149,0,-0.1303893754083958,-1,ANOMALY
port-1-16.access.one.net,1995-07-02 00:00:00+00:00,72,72,37773.680555555555,2719705,0.0,0,0,72,0.0,1.0,1.0,37773.680555555555,0.0,501126,24,-0.13032340469559378,-1,ANOMALY
147.74.41.186,1995-07-21 12:00:00+00:00,47,44,161614.59574468085,7595886,0.0,0,0,38,0.0,1.0,0.9361702127659575,161614.59574468085,0.0,1121554,13,-0.1302823614975197,-1,ANOMALY
tia1.eskimo.com,1995-07-15 20:00:00+00:00,2,1,661897.5,1323795,0.0,0,0,2,0.0,1.0,0.5,661897.5,0.0,717587,2,-0.13025833092263117,-1,ANOMALY
gateway.kraft.com,1995-07-07 21:00:00+00:00,101,79,25654.970297029704,2591152,0.0,0,0,97,0.0,1.0,0.7821782178217822,25654.970297029704,0.0,247843,16,-0.1302284115802974,-1,ANOMALY
port19.annex2.nwlink.com,1995-07-03 01:00:00+00:00,79,58,46183.06329113924,3648462,0.0,0,0,77,0.0,1.0,0.7341772151898734,46183.06329113924,0.0,835394,12,-0.13018856209377916,-1,ANOMALY
du81-09.cc.iastate.edu,1995-07-16 22:00:00+00:00,57,54,116976.52631578948,6667662,0.0,0,0,57,0.0,1.0,0.9473684210526315,116976.52631578948,0.0,946425,12,-0.1301741293362203,-1,ANOMALY
199.172.164.170,1995-07-07 19:00:00+00:00,47,41,12409.234042553191,583234,0.23404255319148937,11,0,36,0.0,1.0,0.8723404255319149,12409.234042553191,0.3055555555555556,446883,1,-0.13017102018912996,-1,ANOMALY
mersey.hursley.ibm.com,1995-07-14 21:00:00+00:00,42,41,49966.19047619047,2098580,0.047619047619047616,2,0,36,0.0,1.0,0.9761904761904762,49966.19047619047,0.05555555555555555,1082916,8,-0.13016673545808088,-1,ANOMALY
alyssa.prodigy.com,1995-07-01 17:00:00+00:00,57,47,52327.0,2982639,0.017543859649122806,1,0,46,0.0,1.0,0.8245614035087719,52327.0,0.021739130434782608,1081049,7,-0.13010284138340622,-1,ANOMALY
bbuig150.unisys.com,1995-07-16 22:00:00+00:00,10,7,453070.8,4530708,0.0,0,0,10,0.0,1.0,0.7,453070.8,0.0,1121554,6,-0.13009330729673374,-1,ANOMALY
204.248.85.101,1995-07-10 21:00:00+00:00,5,5,567332.2,2836661,0.0,0,0,5,0.0,1.0,1.0,567332.2,0.0,1081049,3,-0.130084856270007,-1,ANOMALY
piweba3y.prodigy.com,1995-07-19 17:00:00+00:00,98,59,21602.367346938776,2117032,0.01020408163265306,1,0,90,0.0,1.0,0.6020408163265306,21602.367346938776,0.011111111111111112,308740,10,-0.13007258205865124,-1,ANOMALY
128.174.24.179,1995-07-26 16:00:00+00:00,74,72,53232.78378378379,3939226,0.0,0,0,74,0.0,1.0,0.972972972972973,53232.78378378379,0.0,1081049,7,-0.13004052192739002,-1,ANOMALY
sgigate.sgi.com,1995-07-08 03:00:00+00:00,95,80,33323.87368421053,3165768,0.0,0,0,95,0.0,1.0,0.8421052631578947,33323.87368421053,0.0,297851,16,-0.13002417173182335,-1,ANOMALY
shanghai.informix.com,1995-07-12 22:00:00+00:00,52,51,62647.0,3257644,0.0,0,0,52,0.0,1.0,0.9807692307692307,62647.0,0.0,1013716,25,-0.12996819229017376,-1,ANOMALY
192.16.74.112,1995-07-03 18:00:00+00:00,2,1,601737.0,1203474,0.0,0,0,2,0.0,1.0,0.5,601737.0,0.0,1121554,2,-0.1299514956428358,-1,ANOMALY
mega201.megamed.com,1995-07-27 18:00:00+00:00,112,92,21456.26785714286,2403102,0.0,0,0,88,0.0,1.0,0.8214285714285714,21456.26785714286,0.0,200787,16,-0.12985869821402962,-1,ANOMALY
adinet.analog.com,1995-07-24 17:00:00+00:00,36,34,181586.44444444444,6537112,0.0,0,0,36,0.0,1.0,0.9444444444444444,181586.44444444444,0.0,952257,22,-0.1298545403329956,-1,ANOMALY
